"title","abstract","authors","year","venue","article_url","pdf_url","source_used","platform","url","doi","openalex_id","arxiv_id","dblp_key","decision","reason","LLM_term","CQ_term","title_norm","key"
"Traceable LLM-based validation of statements in knowledge graphs","This article presents a method for verifying RDF triples using LLMs, with an emphasis on providing traceable arguments. Because the LLMs cannot currently reliably identify the origin of the information used to construct the response to the user prompt, our approach is to avoid using internal LLM factual knowledge altogether. Instead, verified RDF statements are compared to chunks of external documents retrieved through a web search or Wikipedia. To assess the possible application of this retrieval augmented generation (RAG) workflow on biosciences content, we evaluated 1,719 positive statements from the BioRED dataset and the same number of newly generated negative statements. The resulting precision is 88 %, and recall is 44 %. This indicates that the method requires human oversight. We also evaluated the method on the SNLI dataset, which allowed us to compare our approach with models specifically tuned for the natural language inference task. We demonstrate the method on Wikidata, where a SPARQL query is used to automatically retrieve statements needing verification. Overall, the results suggest that LLMs could be used for large-scale verification of statements in KGs, a task previously unfeasible due to human annotation costs.","Daniel Adam; Tomáš Kliegr","2025","arXiv","https://arxiv.org/abs/2409.07507","http://arxiv.org/pdf/2409.07507v2","arxiv:id","arxiv","http://arxiv.org/abs/2409.07507v2","","","http://arxiv.org/abs/2409.07507v2","","include","LLM∧CQ match in title/abstract","True","True","traceable llmbased validation of statements in knowledge graphs","arxiv::http://arxiv.org/abs/2409.07507v2"
"Assessing SPARQL capabilities of Large Language Models","The integration of Large Language Models (LLMs) with Knowledge Graphs (KGs) offers significant synergistic potential for knowledge-driven applications. One possible integration is the interpretation and generation of formal languages, such as those used in the Semantic Web, with SPARQL being a core technology for accessing KGs. In this paper, we focus on measuring out-of-the box capabilities of LLMs to work with SPARQL and more specifically with SPARQL SELECT queries applying a quantitative approach. We implemented various benchmarking tasks in the LLM-KG-Bench framework for automated execution and evaluation with several LLMs. The tasks assess capabilities along the dimensions of syntax, semantic read, semantic create, and the role of knowledge graph prompt inclusion. With this new benchmarking tasks, we evaluated a selection of GPT, Gemini, and Claude models. Our findings indicate that working with SPARQL SELECT queries is still challenging for LLMs and heavily depends on the specific LLM as well as the complexity of the task. While fixing basic syntax errors seems to pose no problems for the best of the current LLMs evaluated, creating semantically correct SPARQL SELECT queries is difficult in several cases.","Lars-Peter Meyer; Johannes Frey; Felix Brei; Natanael Arndt","2025","arXiv","https://arxiv.org/abs/2409.05925","http://arxiv.org/pdf/2409.05925v2","arxiv:id","arxiv","http://arxiv.org/abs/2409.05925v2","","","http://arxiv.org/abs/2409.05925v2","","include","LLM∧CQ match in title/abstract","True","True","assessing sparql capabilities of large language models","arxiv::http://arxiv.org/abs/2409.05925v2"
"Integrating Multi-Head Convolutional Encoders with Cross-Attention for Improved SPARQL Query Translation","The main task of the KGQA system (Knowledge Graph Question Answering) is to convert user input questions into query syntax (such as SPARQL). With the rise of modern popular encoders and decoders like Transformer and ConvS2S, many scholars have shifted the research direction of SPARQL generation to the Neural Machine Translation (NMT) architecture or the generative AI field of Text-to-SPARQL. In NMT-based QA systems, the system treats knowledge base query syntax as a language. It uses NMT-based translation models to translate natural language questions into query syntax. Scholars use popular architectures equipped with cross-attention, such as Transformer, ConvS2S, and BiLSTM, to train translation models for query syntax. To achieve better query results, this paper improved the ConvS2S encoder and added multi-head attention from the Transformer, proposing a Multi-Head Conv encoder (MHC encoder) based on the n-gram language model. The principle is to use convolutional layers to capture local hidden features in the input sequence with different receptive fields, using multi-head attention to calculate dependencies between them. Ultimately, we found that the translation model based on the Multi-Head Conv encoder achieved better performance than other encoders, obtaining 76.52\\% and 83.37\\% BLEU-1 (BiLingual Evaluation Understudy) on the QALD-9 and LC-QuAD-1.0 datasets, respectively. Additionally, in the end-to-end system experiments on the QALD-9 and LC-QuAD-1.0 datasets, we achieved leading results over other KGQA systems, with Macro F1-measures reaching 52\\% and 66\\%, respectively. Moreover, the experimental results show that with limited computational resources, if one possesses an excellent encoder-decoder architecture and cross-attention, experts and scholars can achieve outstanding performance equivalent to large pre-trained models using only general embeddings.","Yi-Hui Chen; Eric Jui-Lin Lu; Kwan-Ho Cheng","2024","arXiv","https://arxiv.org/abs/2408.13432","http://arxiv.org/pdf/2408.13432v1","arxiv:id","arxiv","http://arxiv.org/abs/2408.13432v1","","","http://arxiv.org/abs/2408.13432v1","","include","LLM∧CQ match in title/abstract","True","True","integrating multihead convolutional encoders with crossattention for improved sparql query translation","arxiv::http://arxiv.org/abs/2408.13432v1"
"Improving Ontology Requirements Engineering with OntoChat and Participatory Prompting","Past ontology requirements engineering (ORE) has primarily relied on manual methods, such as interviews and collaborative forums, to gather user requirements from domain experts, especially in large projects. Current OntoChat offers a framework for ORE that utilises large language models (LLMs) to streamline the process through four key functions: user story creation, competency question (CQ) extraction, CQ filtration and analysis, and ontology testing support. In OntoChat, users are expected to prompt the chatbot to generate user stories. However, preliminary evaluations revealed that they struggle to do this effectively. To address this issue, we experimented with a research method called participatory prompting, which involves researcher-mediated interactions to help users without deep knowledge of LLMs use the chatbot more effectively. This participatory prompting user study produces pre-defined prompt templates based on user queries, focusing on creating and refining personas, goals, scenarios, sample data, and data resources for user stories. These refined user stories will subsequently be converted into CQs.","Yihang Zhao; Bohui Zhang; Xi Hu; Shuyin Ouyang; Jongmo Kim; Nitisha Jain; Jacopo de Berardinis; Albert Meroño-Peñuela; Elena Simperl","2024","arXiv","https://arxiv.org/abs/2408.15256","http://arxiv.org/pdf/2408.15256v3","arxiv:id","arxiv","http://arxiv.org/abs/2408.15256v3","","","http://arxiv.org/abs/2408.15256v3","","include","LLM∧CQ match in title/abstract","True","True","improving ontology requirements engineering with ontochat and participatory prompting","arxiv::http://arxiv.org/abs/2408.15256v3"
"Rosetta Statements: Simplifying FAIR Knowledge Graph Construction with a User-Centered Approach","Machines need data and metadata to be machine-actionable and FAIR (findable, accessible, interoperable, reusable) to manage increasing data volumes. Knowledge graphs and ontologies are key to this, but their use is hampered by high access barriers due to required prior knowledge in semantics and data modelling. The Rosetta Statement approach proposes modeling English natural language statements instead of a mind-independent reality. We propose a metamodel for creating semantic schema patterns for simple statement types. The approach supports versioning of statements and provides a detailed editing history. Each Rosetta Statement pattern has a dynamic label for displaying statements as natural language sentences. Implemented in the Open Research Knowledge Graph (ORKG) as a use case, this approach allows domain experts to define data schema patterns without needing semantic knowledge. Future plans include combining Rosetta Statements with semantic units to organize ORKG into meaningful subgraphs, improving usability. A search interface for querying statements without needing SPARQL or Cypher knowledge is also planned, along with tools for data entry and display using Large Language Models. The Rosetta Statement metamodel supports a three-step knowledge graph construction procedure. Domain experts can model semantic content without support from ontology engineers by using Wikidata, lowering entry barriers and increasing cognitive interoperability. The second level involves mapping Wikidata terms to established ontologies, and the third step developing semantic graph patterns for reasoning, requiring collaboration with ontology engineers.","Lars Vogt; Kheir Eddine Farfar; Pallavi Karanth; Marcel Konrad; Allard Oelen; Manuel Prinz; Philip Stroemert","2025","arXiv","https://arxiv.org/abs/2407.20007","http://arxiv.org/pdf/2407.20007v2","arxiv:id","arxiv","http://arxiv.org/abs/2407.20007v2","","","http://arxiv.org/abs/2407.20007v2","","include","LLM∧CQ match in title/abstract","True","True","rosetta statements simplifying fair knowledge graph construction with a usercentered approach","arxiv::http://arxiv.org/abs/2407.20007v2"
"Chatbot-Based Ontology Interaction Using Large Language Models and Domain-Specific Standards","The following contribution introduces a concept that employs Large Language Models (LLMs) and a chatbot interface to enhance SPARQL query generation for ontologies, thereby facilitating intuitive access to formalized knowledge. Utilizing natural language inputs, the system converts user inquiries into accurate SPARQL queries that strictly query the factual content of the ontology, effectively preventing misinformation or fabrication by the LLM. To enhance the quality and precision of outcomes, additional textual information from established domain-specific standards is integrated into the ontology for precise descriptions of its concepts and relationships. An experimental study assesses the accuracy of generated SPARQL queries, revealing significant benefits of using LLMs for querying ontologies and highlighting areas for future research.","Jonathan Reif; Tom Jeleniewski; Milapji Singh Gill; Felix Gehlhoff; Alexander Fay","2024","arXiv","https://arxiv.org/abs/2408.00800","http://arxiv.org/pdf/2408.00800v2","arxiv:id","arxiv","http://arxiv.org/abs/2408.00800v2","","","http://arxiv.org/abs/2408.00800v2","","include","LLM∧CQ match in title/abstract","True","True","chatbotbased ontology interaction using large language models and domainspecific standards","arxiv::http://arxiv.org/abs/2408.00800v2"
"SPINACH: SPARQL-Based Information Navigation for Challenging Real-World Questions","Large Language Models (LLMs) have led to significant improvements in the Knowledge Base Question Answering (KBQA) task. However, datasets used in KBQA studies do not capture the true complexity of KBQA tasks. They either have simple questions, use synthetically generated logical forms, or are based on small knowledge base (KB) schemas. We introduce the SPINACH dataset, an expert-annotated KBQA dataset collected from discussions on Wikidata's ""Request a Query"" forum with 320 decontextualized question-SPARQL pairs. The complexity of these in-the-wild queries calls for a KBQA system that can dynamically explore large and often incomplete schemas and reason about them, as it is infeasible to create a comprehensive training dataset. We also introduce an in-context learning KBQA agent, also called SPINACH, that mimics how a human expert would write SPARQLs to handle challenging questions. SPINACH achieves a new state of the art on the QALD-7, QALD-9 Plus and QALD-10 datasets by 31.0%, 27.0%, and 10.0% in $F_1$, respectively, and coming within 1.6% of the fine-tuned LLaMA SOTA model on WikiWebQuestions. On our new SPINACH dataset, the SPINACH agent outperforms all baselines, including the best GPT-4-based KBQA agent, by at least 38.1% in $F_1$.","Shicheng Liu; Sina J. Semnani; Harold Triedman; Jialiang Xu; Isaac Dan Zhao; Monica S. Lam","2024","arXiv","https://arxiv.org/abs/2407.11417","http://arxiv.org/pdf/2407.11417v2","arxiv:id","arxiv","http://arxiv.org/abs/2407.11417v2","","","http://arxiv.org/abs/2407.11417v2","","include","LLM∧CQ match in title/abstract","True","True","spinach sparqlbased information navigation for challenging realworld questions","arxiv::http://arxiv.org/abs/2407.11417v2"
"MST5 -- Multilingual Question Answering over Knowledge Graphs","Knowledge Graph Question Answering (KGQA) simplifies querying vast amounts of knowledge stored in a graph-based model using natural language. However, the research has largely concentrated on English, putting non-English speakers at a disadvantage. Meanwhile, existing multilingual KGQA systems face challenges in achieving performance comparable to English systems, highlighting the difficulty of generating SPARQL queries from diverse languages. In this research, we propose a simplified approach to enhance multilingual KGQA systems by incorporating linguistic context and entity information directly into the processing pipeline of a language model. Unlike existing methods that rely on separate encoders for integrating auxiliary information, our strategy leverages a single, pretrained multilingual transformer-based language model to manage both the primary input and the auxiliary data. Our methodology significantly improves the language model's ability to accurately convert a natural language query into a relevant SPARQL query. It demonstrates promising results on the most recent QALD datasets, namely QALD-9-Plus and QALD-10. Furthermore, we introduce and evaluate our approach on Chinese and Japanese, thereby expanding the language diversity of the existing datasets.","Nikit Srivastava; Mengshi Ma; Daniel Vollmers; Hamada Zahera; Diego Moussallem; Axel-Cyrille Ngonga Ngomo","2024","arXiv","https://arxiv.org/abs/2407.06041","http://arxiv.org/pdf/2407.06041v1","arxiv:id","arxiv","http://arxiv.org/abs/2407.06041v1","","","http://arxiv.org/abs/2407.06041v1","","include","LLM∧CQ match in title/abstract","True","True","mst5 multilingual question answering over knowledge graphs","arxiv::http://arxiv.org/abs/2407.06041v1"
"MASSIVE Multilingual Abstract Meaning Representation: A Dataset and Baselines for Hallucination Detection","Abstract Meaning Representation (AMR) is a semantic formalism that captures the core meaning of an utterance. There has been substantial work developing AMR corpora in English and more recently across languages, though the limited size of existing datasets and the cost of collecting more annotations are prohibitive. With both engineering and scientific questions in mind, we introduce MASSIVE-AMR, a dataset with more than 84,000 text-to-graph annotations, currently the largest and most diverse of its kind: AMR graphs for 1,685 information-seeking utterances mapped to 50+ typologically diverse languages. We describe how we built our resource and its unique features before reporting on experiments using large language models for multilingual AMR and SPARQL parsing as well as applying AMRs for hallucination detection in the context of knowledge base question answering, with results shedding light on persistent issues using LLMs for structured parsing.","Michael Regan; Shira Wein; George Baker; Emilio Monti","2024","arXiv","https://arxiv.org/abs/2405.19285","http://arxiv.org/pdf/2405.19285v1","arxiv:id","arxiv","http://arxiv.org/abs/2405.19285v1","","","http://arxiv.org/abs/2405.19285v1","","include","LLM∧CQ match in title/abstract","True","True","massive multilingual abstract meaning representation a dataset and baselines for hallucination detection","arxiv::http://arxiv.org/abs/2405.19285v1"
"Towards Next-Generation Urban Decision Support Systems through AI-Powered Construction of Scientific Ontology using Large Language Models -- A Case in Optimizing Intermodal Freight Transportation","The incorporation of Artificial Intelligence (AI) models into various optimization systems is on the rise. Yet, addressing complex urban and environmental management problems normally requires in-depth domain science and informatics expertise. This expertise is essential for deriving data and simulation-driven for informed decision support. In this context, we investigate the potential of leveraging the pre-trained Large Language Models (LLMs). By adopting ChatGPT API as the reasoning core, we outline an integrated workflow that encompasses natural language processing, methontology-based prompt tuning, and transformers. This workflow automates the creation of scenario-based ontology using existing research articles and technical manuals of urban datasets and simulations. The outcomes of our methodology are knowledge graphs in widely adopted ontology languages (e.g., OWL, RDF, SPARQL). These facilitate the development of urban decision support systems by enhancing the data and metadata modeling, the integration of complex datasets, the coupling of multi-domain simulation models, and the formulation of decision-making metrics and workflow. The feasibility of our methodology is evaluated through a comparative analysis that juxtaposes our AI-generated ontology with the well-known Pizza Ontology employed in tutorials for popular ontology software (e.g., prot\\'eg\\'e). We close with a real-world case study of optimizing the complex urban system of multi-modal freight transportation by generating anthologies of various domain data and simulations to support informed decision-making.","Jose Tupayachi; Haowen Xu; Olufemi A. Omitaomu; Mustafa Can Camur; Aliza Sharmin; Xueping Li","2024","arXiv","https://arxiv.org/abs/2405.19255","http://arxiv.org/pdf/2405.19255v3","arxiv:id","arxiv","http://arxiv.org/abs/2405.19255v3","","","http://arxiv.org/abs/2405.19255v3","","include","LLM∧CQ match in title/abstract","True","True","towards nextgeneration urban decision support systems through aipowered construction of scientific ontology using large language models a case in optimizing intermodal freight transportation","arxiv::http://arxiv.org/abs/2405.19255v3"
"Leveraging Large Language Models for Semantic Query Processing in a Scholarly Knowledge Graph","The proposed research aims to develop an innovative semantic query processing system that enables users to obtain comprehensive information about research works produced by Computer Science (CS) researchers at the Australian National University (ANU). The system integrates Large Language Models (LLMs) with the ANU Scholarly Knowledge Graph (ASKG), a structured repository of all research-related artifacts produced at ANU in the CS field. Each artifact and its parts are represented as textual nodes stored in a Knowledge Graph (KG). To address the limitations of traditional scholarly KG construction and utilization methods, which often fail to capture fine-grained details, we propose a novel framework that integrates the Deep Document Model (DDM) for comprehensive document representation and the KG-enhanced Query Processing (KGQP) for optimized complex query handling. DDM enables a fine-grained representation of the hierarchical structure and semantic relationships within academic papers, while KGQP leverages the KG structure to improve query accuracy and efficiency with LLMs. By combining the ASKG with LLMs, our approach enhances knowledge utilization and natural language understanding capabilities. The proposed system employs an automatic LLM-SPARQL fusion to retrieve relevant facts and textual nodes from the ASKG. Initial experiments demonstrate that our framework is superior to baseline methods in terms of accuracy retrieval and query efficiency. We showcase the practical application of our framework in academic research scenarios, highlighting its potential to revolutionize scholarly knowledge management and discovery. This work empowers researchers to acquire and utilize knowledge from documents more effectively and provides a foundation for developing precise and reliable interactions with LLMs.","Runsong Jia; Bowen Zhang; Sergio J. Rodríguez Méndez; Pouya G. Omran","2024","arXiv","https://arxiv.org/abs/2405.15374","http://arxiv.org/pdf/2405.15374v1","arxiv:id","arxiv","http://arxiv.org/abs/2405.15374v1","","","http://arxiv.org/abs/2405.15374v1","","include","LLM∧CQ match in title/abstract","True","True","leveraging large language models for semantic query processing in a scholarly knowledge graph","arxiv::http://arxiv.org/abs/2405.15374v1"
"Increasing the LLM Accuracy for Question Answering: Ontologies to the Rescue!","There is increasing evidence that question-answering (QA) systems with Large Language Models (LLMs), which employ a knowledge graph/semantic representation of an enterprise SQL database (i.e. Text-to-SPARQL), achieve higher accuracy compared to systems that answer questions directly on SQL databases (i.e. Text-to-SQL). Our previous benchmark research showed that by using a knowledge graph, the accuracy improved from 16% to 54%. The question remains: how can we further improve the accuracy and reduce the error rate? Building on the observations of our previous research where the inaccurate LLM-generated SPARQL queries followed incorrect paths, we present an approach that consists of 1) Ontology-based Query Check (OBQC): detects errors by leveraging the ontology of the knowledge graph to check if the LLM-generated SPARQL query matches the semantic of ontology and 2) LLM Repair: use the error explanations with an LLM to repair the SPARQL query. Using the chat with the data benchmark, our primary finding is that our approach increases the overall accuracy to 72% including an additional 8% of ""I don't know"" unknown results. Thus, the overall error rate is 20%. These results provide further evidence that investing knowledge graphs, namely the ontology, provides higher accuracy for LLM powered question answering systems.","Dean Allemang; Juan Sequeda","2024","arXiv","https://arxiv.org/abs/2405.11706","http://arxiv.org/pdf/2405.11706v1","arxiv:id","arxiv","http://arxiv.org/abs/2405.11706v1","","","http://arxiv.org/abs/2405.11706v1","","include","LLM∧CQ match in title/abstract","True","True","increasing the llm accuracy for question answering ontologies to the rescue","arxiv::http://arxiv.org/abs/2405.11706v1"
"Multi-hop Question Answering over Knowledge Graphs using Large Language Models","Knowledge graphs (KGs) are large datasets with specific structures representing large knowledge bases (KB) where each node represents a key entity and relations amongst them are typed edges. Natural language queries formed to extract information from a KB entail starting from specific nodes and reasoning over multiple edges of the corresponding KG to arrive at the correct set of answer nodes. Traditional approaches of question answering on KG are based on (a) semantic parsing (SP), where a logical form (e.g., S-expression, SPARQL query, etc.) is generated using node and edge embeddings and then reasoning over these representations or tuning language models to generate the final answer directly, or (b) information-retrieval based that works by extracting entities and relations sequentially. In this work, we evaluate the capability of (LLMs) to answer questions over KG that involve multiple hops. We show that depending upon the size and nature of the KG we need different approaches to extract and feed the relevant information to an LLM since every LLM comes with a fixed context window. We evaluate our approach on six KGs with and without the availability of example-specific sub-graphs and show that both the IR and SP-based methods can be adopted by LLMs resulting in an extremely competitive performance.","Abir Chakraborty","2024","arXiv","https://arxiv.org/abs/2404.19234","http://arxiv.org/pdf/2404.19234v1","arxiv:id","arxiv","http://arxiv.org/abs/2404.19234v1","","","http://arxiv.org/abs/2404.19234v1","","include","LLM∧CQ match in title/abstract","True","True","multihop question answering over knowledge graphs using large language models","arxiv::http://arxiv.org/abs/2404.19234v1"
"From human experts to machines: An LLM supported approach to ontology and knowledge graph construction","The conventional process of building Ontologies and Knowledge Graphs (KGs) heavily relies on human domain experts to define entities and relationship types, establish hierarchies, maintain relevance to the domain, fill the ABox (or populate with instances), and ensure data quality (including amongst others accuracy and completeness). On the other hand, Large Language Models (LLMs) have recently gained popularity for their ability to understand and generate human-like natural language, offering promising ways to automate aspects of this process. This work explores the (semi-)automatic construction of KGs facilitated by open-source LLMs. Our pipeline involves formulating competency questions (CQs), developing an ontology (TBox) based on these CQs, constructing KGs using the developed ontology, and evaluating the resultant KG with minimal to no involvement of human experts. We showcase the feasibility of our semi-automated pipeline by creating a KG on deep learning methodologies by exploiting scholarly publications. To evaluate the answers generated via Retrieval-Augmented-Generation (RAG) as well as the KG concepts automatically extracted using LLMs, we design a judge LLM, which rates the generated content based on ground truth. Our findings suggest that employing LLMs could potentially reduce the human effort involved in the construction of KGs, although a human-in-the-loop approach is recommended to evaluate automatically generated KGs.","Vamsi Krishna Kommineni; Birgitta König-Ries; Sheeba Samuel","2024","arXiv","https://arxiv.org/abs/2403.08345","http://arxiv.org/pdf/2403.08345v1","arxiv:id","arxiv","http://arxiv.org/abs/2403.08345v1","","","http://arxiv.org/abs/2403.08345v1","","include","LLM∧CQ match in title/abstract","True","True","from human experts to machines an llm supported approach to ontology and knowledge graph construction","arxiv::http://arxiv.org/abs/2403.08345v1"
"PAT-Questions: A Self-Updating Benchmark for Present-Anchored Temporal Question-Answering","Existing work on Temporal Question Answering (TQA) has predominantly focused on questions anchored to specific timestamps or events (e.g. ""Who was the US president in 1970?""). Little work has studied questions whose temporal context is relative to the present time (e.g. ""Who was the previous US president?""). We refer to this problem as Present-Anchored Temporal QA (PATQA). PATQA poses unique challenges: (1) large language models (LLMs) may have outdated knowledge, (2) complex temporal relationships (e.g. 'before', 'previous') are hard to reason, (3) multi-hop reasoning may be required, and (4) the gold answers of benchmarks must be continuously updated. To address these challenges, we introduce the PAT-Questions benchmark, which includes single and multi-hop temporal questions. The answers in PAT-Questions can be automatically refreshed by re-running SPARQL queries on a knowledge graph, if available. We evaluate several state-of-the-art LLMs and a SOTA temporal reasoning model (TEMPREASON-T5) on PAT-Questions through direct prompting and retrieval-augmented generation (RAG). The results highlight the limitations of existing solutions in PATQA and motivate the need for new methods to improve PATQA reasoning capabilities.","Jannat Ara Meem; Muhammad Shihab Rashid; Yue Dong; Vagelis Hristidis","2024","arXiv","https://arxiv.org/abs/2402.11034","http://arxiv.org/pdf/2402.11034v2","arxiv:id","arxiv","http://arxiv.org/abs/2402.11034v2","","","http://arxiv.org/abs/2402.11034v2","","include","LLM∧CQ match in title/abstract","True","True","patquestions a selfupdating benchmark for presentanchored temporal questionanswering","arxiv::http://arxiv.org/abs/2402.11034v2"
"SPARQL Generation: an analysis on fine-tuning OpenLLaMA for Question Answering over a Life Science Knowledge Graph","The recent success of Large Language Models (LLM) in a wide range of Natural Language Processing applications opens the path towards novel Question Answering Systems over Knowledge Graphs leveraging LLMs. However, one of the main obstacles preventing their implementation is the scarcity of training data for the task of translating questions into corresponding SPARQL queries, particularly in the case of domain-specific KGs. To overcome this challenge, in this study, we evaluate several strategies for fine-tuning the OpenLlama LLM for question answering over life science knowledge graphs. In particular, we propose an end-to-end data augmentation approach for extending a set of existing queries over a given knowledge graph towards a larger dataset of semantically enriched question-to-SPARQL query pairs, enabling fine-tuning even for datasets where these pairs are scarce. In this context, we also investigate the role of semantic ""clues"" in the queries, such as meaningful variable names and inline comments. Finally, we evaluate our approach over the real-world Bgee gene expression knowledge graph and we show that semantic clues can improve model performance by up to 33% compared to a baseline with random variable names and no comments included.","Julio C. Rangel; Tarcisio Mendes de Farias; Ana Claudia Sima; Norio Kobayashi","2024","arXiv","https://arxiv.org/abs/2402.04627","http://arxiv.org/pdf/2402.04627v1","arxiv:id","arxiv","http://arxiv.org/abs/2402.04627v1","","","http://arxiv.org/abs/2402.04627v1","","include","LLM∧CQ match in title/abstract","True","True","sparql generation an analysis on finetuning openllama for question answering over a life science knowledge graph","arxiv::http://arxiv.org/abs/2402.04627v1"
"SPARQL Generation with Entity Pre-trained GPT for KG Question Answering","Knowledge Graphs popularity has been rapidly growing in last years. All that knowledge is available for people to query it through the many online databases on the internet. Though, it would be a great achievement if non-programmer users could access whatever information they want to know. There has been a lot of effort oriented to solve this task using natural language processing tools and creativity encouragement by way of many challenges. Our approach focuses on assuming a correct entity linking on the natural language questions and training a GPT model to create SPARQL queries from them. We managed to isolate which property of the task can be the most difficult to solve at few or zero-shot and we proposed pre-training on all entities (under CWA) to improve the performance. We obtained a 62.703% accuracy of exact SPARQL matches on testing at 3-shots, a F1 of 0.809 on the entity linking challenge and a F1 of 0.009 on the question answering challenge.","Diego Bustamante; Hideaki Takeda","2024","arXiv","https://arxiv.org/abs/2402.00969","http://arxiv.org/pdf/2402.00969v1","arxiv:id","arxiv","http://arxiv.org/abs/2402.00969v1","","","http://arxiv.org/abs/2402.00969v1","","include","LLM∧CQ match in title/abstract","True","True","sparql generation with entity pretrained gpt for kg question answering","arxiv::http://arxiv.org/abs/2402.00969v1"
"ChatGraph: Chat with Your Graphs","Graph analysis is fundamental in real-world applications. Traditional approaches rely on SPARQL-like languages or clicking-and-dragging interfaces to interact with graph data. However, these methods either require users to possess high programming skills or support only a limited range of graph analysis functionalities. To address the limitations, we propose a large language model (LLM)-based framework called ChatGraph. With ChatGraph, users can interact with graphs through natural language, making it easier to use and more flexible than traditional approaches. The core of ChatGraph lies in generating chains of graph analysis APIs based on the understanding of the texts and graphs inputted in the user prompts. To achieve this, ChatGraph consists of three main modules: an API retrieval module that searches for relevant APIs, a graph-aware LLM module that enables the LLM to comprehend graphs, and an API chain-oriented finetuning module that guides the LLM in generating API chains.","Yun Peng; Sen Lin; Qian Chen; Lyu Xu; Xiaojun Ren; Yafei Li; Jianliang Xu","2024","arXiv","https://arxiv.org/abs/2401.12672","http://arxiv.org/pdf/2401.12672v1","arxiv:id","arxiv","http://arxiv.org/abs/2401.12672v1","","","http://arxiv.org/abs/2401.12672v1","","include","LLM∧CQ match in title/abstract","True","True","chatgraph chat with your graphs","arxiv::http://arxiv.org/abs/2401.12672v1"
"HALO: An Ontology for Representing and Categorizing Hallucinations in Large Language Models","Recent progress in generative AI, including large language models (LLMs) like ChatGPT, has opened up significant opportunities in fields ranging from natural language processing to knowledge discovery and data mining. However, there is also a growing awareness that the models can be prone to problems such as making information up or `hallucinations', and faulty reasoning on seemingly simple problems. Because of the popularity of models like ChatGPT, both academic scholars and citizen scientists have documented hallucinations of several different types and severity. Despite this body of work, a formal model for describing and representing these hallucinations (with relevant meta-data) at a fine-grained level, is still lacking. In this paper, we address this gap by presenting the Hallucination Ontology or HALO, a formal, extensible ontology written in OWL that currently offers support for six different types of hallucinations known to arise in LLMs, along with support for provenance and experimental metadata. We also collect and publish a dataset containing hallucinations that we inductively gathered across multiple independent Web sources, and show that HALO can be successfully used to model this dataset and answer competency questions.","Navapat Nananukul; Mayank Kejriwal","2024","arXiv","https://arxiv.org/abs/2312.05209","http://arxiv.org/pdf/2312.05209v2","arxiv:id","arxiv","http://arxiv.org/abs/2312.05209v2","","","http://arxiv.org/abs/2312.05209v2","","include","LLM∧CQ match in title/abstract","True","True","halo an ontology for representing and categorizing hallucinations in large language models","arxiv::http://arxiv.org/abs/2312.05209v2"
"Leveraging LLMs in Scholarly Knowledge Graph Question Answering","This paper presents a scholarly Knowledge Graph Question Answering (KGQA) that answers bibliographic natural language questions by leveraging a large language model (LLM) in a few-shot manner. The model initially identifies the top-n similar training questions related to a given test question via a BERT-based sentence encoder and retrieves their corresponding SPARQL. Using the top-n similar question-SPARQL pairs as an example and the test question creates a prompt. Then pass the prompt to the LLM and generate a SPARQL. Finally, runs the SPARQL against the underlying KG - ORKG (Open Research KG) endpoint and returns an answer. Our system achieves an F1 score of 99.0%, on SciQA - one of the Scholarly-QALD-23 challenge benchmarks.","Tilahun Abedissa Taffa; Ricardo Usbeck","2023","arXiv","https://arxiv.org/abs/2311.09841","http://arxiv.org/pdf/2311.09841v1","arxiv:id","arxiv","http://arxiv.org/abs/2311.09841v1","","","http://arxiv.org/abs/2311.09841v1","","include","LLM∧CQ match in title/abstract","True","True","leveraging llms in scholarly knowledge graph question answering","arxiv::http://arxiv.org/abs/2311.09841v1"
"An Experiment in Retrofitting Competency Questions for Existing Ontologies","Competency Questions (CQs) are a form of ontology functional requirements expressed as natural language questions. Inspecting CQs together with the axioms in an ontology provides critical insights into the intended scope and applicability of the ontology. CQs also underpin a number of tasks in the development of ontologies e.g. ontology reuse, ontology testing, requirement specification, and the definition of patterns that implement such requirements. Although CQs are integral to the majority of ontology engineering methodologies, the practice of publishing CQs alongside the ontological artefacts is not widely observed by the community. In this context, we present an experiment in retrofitting CQs from existing ontologies. We propose RETROFIT-CQs, a method to extract candidate CQs directly from ontologies using Generative AI. In the paper we present the pipeline that facilitates the extraction of CQs by leveraging Large Language Models (LLMs) and we discuss its application to a number of existing ontologies.","Reham Alharbi; Valentina Tamma; Floriana Grasso; Terry Payne","2023","arXiv","https://arxiv.org/abs/2311.05662","http://arxiv.org/pdf/2311.05662v1","arxiv:id","arxiv","http://arxiv.org/abs/2311.05662v1","","","http://arxiv.org/abs/2311.05662v1","","include","LLM∧CQ match in title/abstract","True","True","an experiment in retrofitting competency questions for existing ontologies","arxiv::http://arxiv.org/abs/2311.05662v1"
